image_id,id,constellation,collection,providerName,providerProperties,sceneId,producer,acquisitionDate,start_datetime,end_datetime,cloudCoverage,resolution,deliveryTime,cost,image_id,area,incidence_angle,geometry
88,3e36164a-9c93-4c66-bdbb-2abb5255782f,pneo,pneo,oneatlas,"{'commercialReference': '000036124', 'qualified': False, 'lastUpdateDate': '2022-08-12T16:24:43Z', 'processingDate': '2022-08-12T16:04:26.3Z', 'azimuthAngle': 101.81445277199838, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '3dbaed46-cee0-4513-99f9-77b944de3520', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_00910500921936', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_21', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.849928883199105, 'lon': 2.452823960975322}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.6', 'correlationId': 'PWOI_000036124_10_1_I_1', 'publicationDate': '2022-08-12T16:19:11.849184957Z', 'illuminationElevationAngle': 19.053090096389777, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-12T16:24:43Z', 'incidenceAngleAcrossTrack': 10.585428248950416, 'illuminationAzimuthAngle': 168.2740181316415, 'format': 'SAFIR', 'internalLine': '10_1', 'incidenceAngleAlongTrack': 2.4293617733565753, 'internalReference': 'SAL22030219', 'incidenceAngle': 10.830789603763641, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",3e36164a-9c93-4c66-bdbb-2abb5255782f,airbus,2021-11-29 10:50:23.644000+00:00,,,1.4193111758303056,0.31,MINUTES,832338,88,462.76722066720305,10.830789603763641,"POLYGON ((2.35303549 48.99328864, 2.35410759 48.7075858, 2.55168561 48.7067563, 2.55261244 48.99212063, 2.35303549 48.99328864))"
89,6556e9df-f798-4a1f-a72c-5332e7200248,phr,phr,oneatlas,"{'commercialReference': 'SO22042160', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208111058439_FR1_PX_E002N49_0101_01196', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-12T05:06:33.268238129Z', 'processingDate': '2022-08-12T03:57:50.169', 'parentIdentifier': 'DS_PHR1B_202208111059209_FR1_PX_E002N49_0101_01200', 'azimuthAngle': 180.0226539504293, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '81ecd15e-ea2e-4b9d-bd39-19d21bcdb127', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 49.035757467311726, 'lon': 2.0581471725965685}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '2d04a733-cb31-407f-bb06-e1d54caab209', 'publicationDate': '2022-08-12T05:06:33.268238129Z', 'illuminationElevationAngle': 54.31447193137818, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-08-12T05:06:33.268250228Z', 'incidenceAngleAcrossTrack': 2.431884752986482, 'illuminationAzimuthAngle': 155.5422217757929, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -0.4085640141791573, 'incidenceAngle': 2.46588471052107, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1B_202208111059209_FR1_PX_E002N49_0101_01200', 'organisationName': 'AIRBUS DS GEO'}",6556e9df-f798-4a1f-a72c-5332e7200248,airbus,2022-08-11 10:59:20.931000+00:00,,,0.0,0.5,MINUTES,99210,89,262.81268681273104,2.46588471052107,"POLYGON ((1.9206996 49.09455539999998, 1.92099288 48.97676117, 2.19520283 48.97691412000001, 2.19559474 49.094555589999985, 1.9206996 49.09455539999998))"
90,d70d9f08-c99e-41cc-a505-99cdd7f1913f,phr,phr,oneatlas,"{'commercialReference': 'SO22042156', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208111059031_FR1_PX_E002N48_0521_01104', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-12T04:15:07.169099796Z', 'processingDate': '2022-08-12T03:34:18.234', 'parentIdentifier': 'DS_PHR1B_202208111059401_FR1_PX_E002N48_0521_01108', 'azimuthAngle': 179.9880065243494, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '46f9a853-63fa-463a-a085-1806b69f6b02', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.85746580752344, 'lon': 2.348539668756368}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '630990cb-d3fc-49b0-8d4e-d658e24afb3a', 'publicationDate': '2022-08-12T04:15:07.169099796Z', 'illuminationElevationAngle': 54.5600317154048, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-08-12T04:15:07.169110957Z', 'incidenceAngleAcrossTrack': -2.565610906859337, 'illuminationAzimuthAngle': 155.8993719356881, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 9.169381256787737, 'incidenceAngle': 9.509895349648419, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1B_202208111059401_FR1_PX_E002N48_0521_01108', 'organisationName': 'AIRBUS DS GEO'}",d70d9f08-c99e-41cc-a505-99cdd7f1913f,airbus,2022-08-11 10:59:40.180000+00:00,,,0.0,0.5,MINUTES,251030,90,251.21269864379173,9.509895349648419,"POLYGON ((2.21005148 48.91237058, 2.21026587 48.80107978, 2.48677489 48.80254276, 2.48702786 48.91372823, 2.21005148 48.91237058))"
91,34114598-b82c-4a4c-a5e4-a9a5031e2961,pneo,pneo,oneatlas,"{'commercialReference': '000036120', 'qualified': False, 'lastUpdateDate': '2022-08-12T03:52:52Z', 'processingDate': '2022-08-12T03:31:01.789Z', 'azimuthAngle': 353.3839108549067, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'a57088a1-d2c3-47a1-8e17-9714df984695', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_00734200635352', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_21', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.84879701496926, 'lon': 2.1372548036419245}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.6', 'correlationId': 'PWOI_000036120_1_1_I_1', 'publicationDate': '2022-08-12T03:47:00.54085511Z', 'illuminationElevationAngle': 29.178480581639093, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-12T03:52:52Z', 'incidenceAngleAcrossTrack': -0.0549500492177501, 'illuminationAzimuthAngle': 169.3276646750263, 'format': 'SAFIR', 'internalLine': '1_1', 'incidenceAngleAlongTrack': -0.2832067914381065, 'internalReference': 'SAL22030215', 'incidenceAngle': 0.2884781268289675, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",34114598-b82c-4a4c-a5e4-a9a5031e2961,airbus,2021-10-24 10:57:48.241000+00:00,,,0.0,0.3,MINUTES,799110,91,444.2675141293461,0.2884781268289675,"POLYGON ((2.04095991 48.99040101, 2.04154037 48.70737447, 2.23301936 48.70695159, 2.23354969 48.99083048, 2.04095991 48.99040101))"
92,5d8d471f-f16b-4993-a6bb-55326970126b,phr,phr,oneatlas,"{'commercialReference': 'SO22042127', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208111058525_FR1_PX_E002N49_0201_02632', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-12T02:53:09.139012934Z', 'processingDate': '2022-08-12T00:56:03.944', 'parentIdentifier': 'DS_PHR1B_202208111059295_FR1_PX_E002N49_0201_02636', 'azimuthAngle': 180.0141902223049, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'c37c3c3d-05e6-45a9-9839-a92b8e8adbd8', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 49.02968671375664, 'lon': 2.1263539414402373}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '2faa1a31-373b-4a49-9df9-a10a91f8896c', 'publicationDate': '2022-08-12T02:53:09.139012934Z', 'illuminationElevationAngle': 54.34188534423257, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-08-12T02:53:09.139025363Z', 'incidenceAngleAcrossTrack': 0.4254580201137647, 'illuminationAzimuthAngle': 155.6449380438128, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 5.374202858954133, 'incidenceAngle': 5.390821509662164, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1B_202208111059295_FR1_PX_E002N49_0201_02636', 'organisationName': 'AIRBUS DS GEO'}",5d8d471f-f16b-4993-a6bb-55326970126b,airbus,2022-08-11 10:59:29.556000+00:00,,,0.0,0.5,MINUTES,295550,92,590.6192484372427,5.390821509662164,"POLYGON ((1.98843376 49.16168947, 1.98915069 48.8976728, 2.26347136 48.89768613, 2.26427413 49.1616861, 1.98843376 49.16168947))"
93,7c1c46f0-4c50-4e03-900a-c6f2fb9d6241,phr,phr,oneatlas,"{'commercialReference': 'SO22042127', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208111058525_FR1_PX_E002N49_0201_02632', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-12T02:21:13.463885259Z', 'processingDate': '2022-08-12T00:56:03.944', 'parentIdentifier': 'DS_PHR1B_202208111059295_FR1_PX_E002N49_0201_02636', 'azimuthAngle': 180.0141902223049, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'c37c3c3d-05e6-45a9-9839-a92b8e8adbd8', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 49.02968671375664, 'lon': 2.1263539414402373}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '2faa1a31-373b-4a49-9df9-a10a91f8896c', 'publicationDate': '2022-08-12T02:21:13.463885259Z', 'illuminationElevationAngle': 54.34188534423257, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-08-12T02:21:13.463895783Z', 'incidenceAngleAcrossTrack': 0.4254580201137647, 'illuminationAzimuthAngle': 155.6449380438128, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 5.374202858954133, 'incidenceAngle': 5.390821509662164, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1B_202208111059295_FR1_PX_E002N49_0201_02636', 'organisationName': 'AIRBUS DS GEO'}",7c1c46f0-4c50-4e03-900a-c6f2fb9d6241,airbus,2022-08-11 10:59:29.556000+00:00,,,0.0,0.5,MINUTES,295550,93,590.6192484372427,5.390821509662164,"POLYGON ((1.98843376 49.16168947, 1.98915069 48.8976728, 2.26347136 48.89768613, 2.26427413 49.1616861, 1.98843376 49.16168947))"
94,3651d7e8-911e-4288-bee7-b1ab5d887912,phr,phr,oneatlas,"{'commercialReference': 'SO22042127', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208111058333_FR1_PX_E002N49_0502_02445', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-12T01:47:55.466145689Z', 'processingDate': '2022-08-12T01:07:40.568', 'parentIdentifier': 'DS_PHR1B_202208111059103_FR1_PX_E002N49_0502_02449', 'azimuthAngle': 179.9929084869412, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '550ba760-eda9-44fb-8dcb-712ecf8028bb', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 49.04249737379969, 'lon': 2.362605565514999}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '6cca2c40-b467-4c24-8d9f-371898c90ef9', 'publicationDate': '2022-08-12T01:47:55.466145689Z', 'illuminationElevationAngle': 54.38848662297732, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-08-12T01:47:55.466160305Z', 'incidenceAngleAcrossTrack': 1.95847171897192, 'illuminationAzimuthAngle': 156.0312383018016, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -6.030214068766076, 'incidenceAngle': 6.335832858489275, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1B_202208111059103_FR1_PX_E002N49_0502_02449', 'organisationName': 'AIRBUS DS GEO'}",3651d7e8-911e-4288-bee7-b1ab5d887912,airbus,2022-08-11 10:59:10.305000+00:00,,,0.0,0.5,MINUTES,282990,94,551.3042340974553,6.335832858489275,"POLYGON ((2.22429102 49.16519929, 2.22504755 48.91927443, 2.50015865 48.92009939, 2.50092011 49.16575863, 2.22429102 49.16519929))"
95,dbce0beb-d3b1-4984-b749-efb2927730cd,pneo,pneo,oneatlas,"{'commercialReference': '000035972', 'qualified': False, 'lastUpdateDate': '2022-08-09T20:37:39Z', 'processingDate': '2022-08-09T20:21:55.419Z', 'azimuthAngle': 147.12447722105176, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'f56a9137-269a-41aa-90fc-8d904e0a7b73', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_00910500921915', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_19', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.84976198063365, 'lon': 2.35398554306878}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.4', 'correlationId': 'PWOI_000035972_9_1_I_1', 'publicationDate': '2022-08-09T20:33:30.555916927Z', 'illuminationElevationAngle': 19.04925522639477, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-09T20:37:39Z', 'incidenceAngleAcrossTrack': 9.16247214479151, 'illuminationAzimuthAngle': 168.24585616982043, 'format': 'SAFIR', 'internalLine': '9_1', 'incidenceAngleAlongTrack': 13.486707361253153, 'internalReference': 'SAL22030071', 'incidenceAngle': 15.876431946696368, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",dbce0beb-d3b1-4984-b749-efb2927730cd,airbus,2021-11-29 10:50:41.147000+00:00,,,3.7337477560432366,0.32,MINUTES,588276,95,327.0612928804917,15.876431946696368,"POLYGON ((2.25303874 48.95175840999999, 2.25401749 48.75218913, 2.45418617 48.74781587, 2.45493235 48.94692541, 2.25303874 48.95175840999999))"
96,7e484c4c-0c5c-40ec-b981-68b6c3cf9be4,pneo,pneo,oneatlas,"{'commercialReference': '000035958', 'qualified': False, 'lastUpdateDate': '2022-08-09T17:59:47Z', 'processingDate': '2022-08-09T17:49:38.57Z', 'azimuthAngle': 297.14592605185385, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'e43ba029-421d-4b7f-82e0-b4d238ef9ab0', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_00504600181748', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_19', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.70691013929588, 'lon': 2.2245290454852147}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.4', 'correlationId': 'PWOI_000035958_6_1_I_1', 'publicationDate': '2022-08-09T17:56:40.361315536Z', 'illuminationElevationAngle': 55.09363914290544, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-09T17:59:47Z', 'incidenceAngleAcrossTrack': -24.505389406719043, 'illuminationAzimuthAngle': 161.3619905890851, 'format': 'SAFIR', 'internalLine': '6_1', 'incidenceAngleAlongTrack': -12.51121706900271, 'internalReference': 'SAL22030060', 'incidenceAngle': 26.214874664892193, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",7e484c4c-0c5c-40ec-b981-68b6c3cf9be4,airbus,2021-08-13 11:12:31.966000+00:00,,,7.291472654080191,0.35,MINUTES,492714,96,281.2993531199899,26.214874664892193,"POLYGON ((2.10892133 48.787468, 2.10890239 48.63966593, 2.3401557 48.62632258, 2.33976765 48.77604747, 2.10892133 48.787468))"
97,a06fbac4-e84e-42a8-a1bc-459f9c0b48a4,pneo,pneo,oneatlas,"{'commercialReference': '000035952', 'qualified': False, 'lastUpdateDate': '2022-08-10T06:00:18Z', 'processingDate': '2022-08-09T16:34:46.55Z', 'azimuthAngle': 114.63893051657772, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '4feb83e1-d89c-4a2b-93b0-b64bb54f2cd9', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_00625300403336', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_19', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.709897774304544, 'lon': 2.0665948400255023}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.4', 'correlationId': 'PWOI_000035952_4_1_I_1', 'publicationDate': '2022-08-09T16:41:45.063577869Z', 'illuminationElevationAngle': 40.202137801018964, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-10T06:00:18Z', 'incidenceAngleAcrossTrack': 24.369286477116507, 'illuminationAzimuthAngle': 159.62596009416612, 'format': 'SAFIR', 'internalLine': '4_1', 'incidenceAngleAlongTrack': 11.57948329023428, 'internalReference': 'SAL22030050', 'incidenceAngle': 25.84986358361303, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",a06fbac4-e84e-42a8-a1bc-459f9c0b48a4,airbus,2021-09-22 10:43:12.622000+00:00,,,0.019813328666702705,0.35,MINUTES,340668,97,269.56545453925816,25.84986358361303,"POLYGON ((1.95108899 48.7871088, 1.95204115 48.64342312, 2.18128258 48.63265032, 2.18210069 48.77522508, 1.95108899 48.7871088))"
98,8a3e8b81-95b8-47d7-baa4-2ba2b69325c5,pneo,pneo,oneatlas,"{'commercialReference': '000035943', 'qualified': False, 'lastUpdateDate': '2022-08-08T17:49:04Z', 'processingDate': '2022-08-08T17:39:53.453Z', 'azimuthAngle': 80.39394061389646, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '55e2f3a6-a7ad-4557-a78f-b5cd2f8a243a', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_00925300999194', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_19', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.86931321379609, 'lon': 2.338283693468032}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.4', 'correlationId': 'PWOI_000035943_5_1_I_1', 'publicationDate': '2022-08-08T17:46:12.354730175Z', 'illuminationElevationAngle': 17.192070880732906, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-08T17:49:04Z', 'incidenceAngleAcrossTrack': 25.211198237115127, 'illuminationAzimuthAngle': 165.62532040022435, 'format': 'SAFIR', 'internalLine': '5_1', 'incidenceAngleAlongTrack': -4.355623239407339, 'internalReference': 'SAL22030042', 'incidenceAngle': 25.402838465161242, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",8a3e8b81-95b8-47d7-baa4-2ba2b69325c5,airbus,2021-12-09 10:42:46.541000+00:00,,,2.5613552881945423,0.35,MINUTES,463806,98,257.8581706407846,25.402838465161242,"POLYGON ((2.22158106 48.93557297, 2.22326201 48.79899266, 2.45415429 48.80388574, 2.45498633 48.93958183, 2.22158106 48.93557297))"
99,6f620c43-80d0-45a8-a9c2-6dda9a0565d2,pneo,pneo,oneatlas,"{'commercialReference': '000035943', 'qualified': False, 'lastUpdateDate': '2022-08-08T17:47:35Z', 'processingDate': '2022-08-08T17:39:25.372Z', 'azimuthAngle': 184.71412232467563, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '77497be3-3063-4788-9cc1-50055000be18', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_00603100303146', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_19', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.70752947668205, 'lon': 2.224358566960542}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.4', 'correlationId': 'PWOI_000035943_1_1_I_1', 'publicationDate': '2022-08-08T17:45:24.181662126Z', 'illuminationElevationAngle': 46.18947283210726, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-08T17:47:35Z', 'incidenceAngleAcrossTrack': -3.4652812588705713, 'illuminationAzimuthAngle': 160.21821326327697, 'format': 'SAFIR', 'internalLine': '1_1', 'incidenceAngleAlongTrack': 29.876565641008053, 'internalReference': 'SAL22030042', 'incidenceAngle': 29.95160354528962, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",6f620c43-80d0-45a8-a9c2-6dda9a0565d2,airbus,2021-09-07 10:54:59.896000+00:00,,,0.0,0.37,MINUTES,457974,99,256.98950580693014,29.95160354528962,"POLYGON ((2.11517568 48.77713572, 2.11576021 48.63333363999999, 2.33296562 48.6371469, 2.33354145 48.78169505, 2.11517568 48.77713572))"
100,f22a6d5c-82de-4979-8c83-b526009d4bbc,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-08-08T06:38:44.762441508Z', 'processingDate': '2022-08-06T12:28:03.861Z', 'azimuthAngle': 179.40952499431575, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'ae9cbd3b-bef7-4dd7-84ef-01aa9b3c66be', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_01834203471054', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.80191826360821, 'lon': 2.0579600857767946}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '2a3e24e8-7d1b-419c-afd1-adb4be1b7b6b', 'publicationDate': '2022-08-08T06:38:44.762441508Z', 'illuminationElevationAngle': 56.251294149550226, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-08-05T06:37:04.273416078Z', 'incidenceAngleAcrossTrack': 23.545265785110033, 'illuminationAzimuthAngle': 153.06874978068797, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -43.11033947604629, 'incidenceAngle': 44.11865913120667, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",f22a6d5c-82de-4979-8c83-b526009d4bbc,airbus,2022-08-06 10:56:34.504000+00:00,,,0.0,0.3,HOURS,300600,100,258.45004233160176,44.11865913120667,"POLYGON ((1.9259019 48.843630629999986, 1.92573276 48.72346334, 2.19018741 48.76102517, 2.18991141 48.88030369, 1.9259019 48.843630629999986))"
